Id,Id2,Geography,Total,Male,Myoung,Mmid,Mold,Female,Fyoung,Fmid,Fold,Young,Mid,Old
1500000US131210089021,131210089021,"Block Group 1, Census Tract 89.02, Fulton County, Georgia",1876,846,714,116,10,1030,769,210,44,1483,326,54
1500000US131210089022,131210089022,"Block Group 2, Census Tract 89.02, Fulton County, Georgia",659,363,207,129,11,296,98,67,19,305,196,30
1500000US131210089023,131210089023,"Block Group 3, Census Tract 89.02, Fulton County, Georgia",1280,736,393,270,14,544,365,112,28,758,382,42
1500000US131210089024,131210089024,"Block Group 4, Census Tract 89.02, Fulton County, Georgia",2722,1244,737,296,110,1478,775,393,17,1512,689,127
1500000US131210089031,131210089031,"Block Group 1, Census Tract 89.03, Fulton County, Georgia",1684,919,549,218,20,765,392,171,26,941,389,46
1500000US131210089041,131210089041,"Block Group 1, Census Tract 89.04, Fulton County, Georgia",1323,633,187,227,127,690,227,182,184,414,409,311
1500000US131210089042,131210089042,"Block Group 2, Census Tract 89.04, Fulton County, Georgia",1638,733,411,219,26,905,473,169,154,884,388,180
1500000US131210089043,131210089043,"Block Group 3, Census Tract 89.04, Fulton County, Georgia",1611,610,259,183,62,1001,311,369,121,570,552,183
1500000US131210090001,131210090001,"Block Group 1, Census Tract 90, Fulton County, Georgia",1350,759,257,216,87,591,143,210,59,400,426,146
1500000US131210090002,131210090002,"Block Group 2, Census Tract 90, Fulton County, Georgia",1769,968,258,210,28,801,224,262,29,482,472,57
1500000US131210090003,131210090003,"Block Group 3, Census Tract 90, Fulton County, Georgia",1829,882,508,201,25,947,531,170,27,1039,371,52
1500000US131210091011,131210091011,"Block Group 1, Census Tract 91.01, Fulton County, Georgia",1369,786,224,118,281,583,231,192,160,455,310,441
1500000US131210091012,131210091012,"Block Group 2, Census Tract 91.01, Fulton County, Georgia",1565,631,442,112,14,934,679,124,37,1121,236,51
1500000US131210091013,131210091013,"Block Group 3, Census Tract 91.01, Fulton County, Georgia",627,346,239,75,13,281,146,90,0,385,165,13
1500000US131210091014,131210091014,"Block Group 4, Census Tract 91.01, Fulton County, Georgia",1001,559,343,138,63,442,252,102,35,595,240,98
1500000US131210091021,131210091021,"Block Group 1, Census Tract 91.02, Fulton County, Georgia",443,184,46,72,15,259,32,129,0,78,201,15
1500000US131210091022,131210091022,"Block Group 2, Census Tract 91.02, Fulton County, Georgia",963,347,249,39,59,616,448,81,87,697,120,146
1500000US131210091023,131210091023,"Block Group 3, Census Tract 91.02, Fulton County, Georgia",1840,817,457,295,18,1023,597,188,17,1054,483,35
1500000US131210092001,131210092001,"Block Group 1, Census Tract 92, Fulton County, Georgia",2404,1419,664,636,34,985,526,215,56,1190,851,90
1500000US131210092002,131210092002,"Block Group 2, Census Tract 92, Fulton County, Georgia",2976,1695,679,539,23,1281,648,129,14,1327,668,37
1500000US131210092003,131210092003,"Block Group 3, Census Tract 92, Fulton County, Georgia",1703,942,529,251,100,761,349,189,197,878,440,297
1500000US131210093001,131210093001,"Block Group 1, Census Tract 93, Fulton County, Georgia",1079,402,80,165,77,677,137,253,150,217,418,227
1500000US131210093002,131210093002,"Block Group 2, Census Tract 93, Fulton County, Georgia",1319,650,484,85,48,669,430,146,46,914,231,94
1500000US131210093003,131210093003,"Block Group 3, Census Tract 93, Fulton County, Georgia",1510,721,440,146,61,789,321,263,97,761,409,158
1500000US131210093004,131210093004,"Block Group 4, Census Tract 93, Fulton County, Georgia",750,299,10,112,146,451,79,119,178,89,231,324
1500000US131210094021,131210094021,"Block Group 1, Census Tract 94.02, Fulton County, Georgia",2795,1683,1399,211,16,1112,974,81,3,2373,292,19
1500000US131210094022,131210094022,"Block Group 2, Census Tract 94.02, Fulton County, Georgia",2227,1210,760,206,12,1017,552,190,19,1312,396,31
1500000US131210094031,131210094031,"Block Group 1, Census Tract 94.03, Fulton County, Georgia",2448,1228,612,327,70,1220,773,259,144,1385,586,214
1500000US131210094032,131210094032,"Block Group 2, Census Tract 94.03, Fulton County, Georgia",1245,431,352,12,0,814,492,248,0,844,260,0
1500000US131210094033,131210094033,"Block Group 3, Census Tract 94.03, Fulton County, Georgia",1279,513,322,122,23,766,257,229,145,579,351,168
1500000US131210094041,131210094041,"Block Group 1, Census Tract 94.04, Fulton County, Georgia",2515,1038,455,382,112,1477,503,406,211,958,788,323
1500000US131210094042,131210094042,"Block Group 2, Census Tract 94.04, Fulton County, Georgia",1995,952,641,193,24,1043,614,190,137,1255,383,161
1500000US131210094043,131210094043,"Block Group 3, Census Tract 94.04, Fulton County, Georgia",311,149,34,56,24,162,30,87,26,64,143,50
1500000US131210095011,131210095011,"Block Group 1, Census Tract 95.01, Fulton County, Georgia",470,206,5,135,48,264,49,154,52,54,289,100
1500000US131210095012,131210095012,"Block Group 2, Census Tract 95.01, Fulton County, Georgia",1736,869,83,398,286,867,95,340,352,178,738,638
1500000US131210095013,131210095013,"Block Group 3, Census Tract 95.01, Fulton County, Georgia",1588,788,176,279,108,800,113,334,123,289,613,231
1500000US131210095021,131210095021,"Block Group 1, Census Tract 95.02, Fulton County, Georgia",490,194,59,100,0,296,42,153,29,101,253,29
1500000US131210095022,131210095022,"Block Group 2, Census Tract 95.02, Fulton County, Georgia",297,126,28,70,28,171,39,16,65,67,86,93
1500000US131210095023,131210095023,"Block Group 3, Census Tract 95.02, Fulton County, Georgia",960,395,237,74,0,565,211,185,84,448,259,84
1500000US131210095024,131210095024,"Block Group 4, Census Tract 95.02, Fulton County, Georgia",1317,636,217,196,94,681,174,168,273,391,364,367
1500000US131210096011,131210096011,"Block Group 1, Census Tract 96.01, Fulton County, Georgia",1003,487,287,128,22,516,394,86,14,681,214,36
1500000US131210096012,131210096012,"Block Group 2, Census Tract 96.01, Fulton County, Georgia",1414,592,393,101,24,822,538,108,64,931,209,88
1500000US131210096021,131210096021,"Block Group 1, Census Tract 96.02, Fulton County, Georgia",1249,493,84,144,245,756,127,123,506,211,267,751
1500000US131210096022,131210096022,"Block Group 2, Census Tract 96.02, Fulton County, Georgia",2131,1241,436,523,73,890,241,331,208,677,854,281
1500000US131210096023,131210096023,"Block Group 3, Census Tract 96.02, Fulton County, Georgia",1245,604,298,132,57,641,244,159,53,542,291,110
1500000US131210096031,131210096031,"Block Group 1, Census Tract 96.03, Fulton County, Georgia",1086,426,334,47,45,660,327,78,173,661,125,218
1500000US131210096032,131210096032,"Block Group 2, Census Tract 96.03, Fulton County, Georgia",1374,584,179,166,148,790,324,191,172,503,357,320
1500000US131210096033,131210096033,"Block Group 3, Census Tract 96.03, Fulton County, Georgia",1734,857,471,163,15,877,441,221,30,912,384,45
1500000US131210097001,131210097001,"Block Group 1, Census Tract 97, Fulton County, Georgia",995,494,114,161,64,501,83,236,49,197,397,113
1500000US131210097002,131210097002,"Block Group 2, Census Tract 97, Fulton County, Georgia",1032,547,71,178,87,485,77,202,108,148,380,195
1500000US131210097003,131210097003,"Block Group 3, Census Tract 97, Fulton County, Georgia",1896,910,90,419,177,986,204,368,164,294,787,341
1500000US131210098011,131210098011,"Block Group 1, Census Tract 98.01, Fulton County, Georgia",1826,839,106,306,219,987,137,301,410,243,607,629
1500000US131210098012,131210098012,"Block Group 2, Census Tract 98.01, Fulton County, Georgia",1692,817,78,293,118,875,118,324,105,196,617,223
1500000US131210098013,131210098013,"Block Group 3, Census Tract 98.01, Fulton County, Georgia",1375,651,181,228,68,724,96,290,63,277,518,131
1500000US131210098021,131210098021,"Block Group 1, Census Tract 98.02, Fulton County, Georgia",1774,855,45,376,206,919,86,378,178,131,754,384
1500000US131210098022,131210098022,"Block Group 2, Census Tract 98.02, Fulton County, Georgia",2710,1230,310,511,224,1480,386,500,227,696,1011,451
1500000US131210099001,131210099001,"Block Group 1, Census Tract 99, Fulton County, Georgia",1579,857,448,246,57,722,247,273,72,695,519,129
1500000US131210099002,131210099002,"Block Group 2, Census Tract 99, Fulton County, Georgia",1190,578,126,234,79,612,44,310,81,170,544,160
1500000US131210099003,131210099003,"Block Group 3, Census Tract 99, Fulton County, Georgia",1330,770,51,262,123,560,36,312,102,87,574,225
1500000US131210099004,131210099004,"Block Group 4, Census Tract 99, Fulton County, Georgia",669,342,14,154,40,327,62,146,31,76,300,71
1500000US131210100011,131210100011,"Block Group 1, Census Tract 100.01, Fulton County, Georgia",1482,731,323,176,76,751,348,214,158,671,390,234
1500000US131210100012,131210100012,"Block Group 2, Census Tract 100.01, Fulton County, Georgia",1076,514,102,145,79,562,92,234,60,194,379,139
1500000US131210100013,131210100013,"Block Group 3, Census Tract 100.01, Fulton County, Georgia",718,430,58,237,30,288,10,178,0,68,415,30
1500000US131210100014,131210100014,"Block Group 4, Census Tract 100.01, Fulton County, Georgia",1228,634,182,256,46,594,213,208,77,395,464,123
1500000US131210100021,131210100021,"Block Group 1, Census Tract 100.02, Fulton County, Georgia",1474,758,145,310,161,716,125,294,175,270,604,336
1500000US131210100022,131210100022,"Block Group 2, Census Tract 100.02, Fulton County, Georgia",2041,1116,155,402,66,925,180,296,122,335,698,188
1500000US131210100023,131210100023,"Block Group 3, Census Tract 100.02, Fulton County, Georgia",3894,1965,721,699,226,1929,712,598,416,1433,1297,642
1500000US131210101061,131210101061,"Block Group 1, Census Tract 101.06, Fulton County, Georgia",2099,931,389,321,128,1168,386,462,109,775,783,237
1500000US131210101062,131210101062,"Block Group 2, Census Tract 101.06, Fulton County, Georgia",881,346,142,80,24,535,325,100,32,467,180,56
1500000US131210101063,131210101063,"Block Group 3, Census Tract 101.06, Fulton County, Georgia",1087,553,27,216,116,534,68,177,146,95,393,262
1500000US131210101071,131210101071,"Block Group 1, Census Tract 101.07, Fulton County, Georgia",912,396,47,214,85,516,33,230,104,80,444,189
1500000US131210101072,131210101072,"Block Group 2, Census Tract 101.07, Fulton County, Georgia",1035,548,78,211,121,487,36,216,94,114,427,215
1500000US131210101081,131210101081,"Block Group 1, Census Tract 101.08, Fulton County, Georgia",1266,627,48,315,129,639,93,276,128,141,591,257
1500000US131210101082,131210101082,"Block Group 2, Census Tract 101.08, Fulton County, Georgia",2333,1196,206,530,146,1137,210,598,155,416,1128,301
1500000US131210101101,131210101101,"Block Group 1, Census Tract 101.10, Fulton County, Georgia",2609,1119,398,379,160,1490,472,508,266,870,887,426
1500000US131210101102,131210101102,"Block Group 2, Census Tract 101.10, Fulton County, Georgia",1118,508,207,101,32,610,345,123,60,552,224,92
1500000US131210101103,131210101103,"Block Group 3, Census Tract 101.10, Fulton County, Georgia",1756,813,319,175,142,943,222,218,401,541,393,543
1500000US131210101131,131210101131,"Block Group 1, Census Tract 101.13, Fulton County, Georgia",1749,801,363,337,24,948,333,472,22,696,809,46
1500000US131210101132,131210101132,"Block Group 2, Census Tract 101.13, Fulton County, Georgia",3024,1616,868,441,25,1408,731,397,0,1599,838,25
1500000US131210101133,131210101133,"Block Group 3, Census Tract 101.13, Fulton County, Georgia",1975,888,437,214,38,1087,348,171,60,785,385,98
1500000US131210101141,131210101141,"Block Group 1, Census Tract 101.14, Fulton County, Georgia",1953,956,274,222,231,997,303,320,206,577,542,437
1500000US131210101142,131210101142,"Block Group 2, Census Tract 101.14, Fulton County, Georgia",2988,1516,464,504,61,1472,424,237,45,888,741,106
1500000US131210101143,131210101143,"Block Group 3, Census Tract 101.14, Fulton County, Georgia",2408,1177,581,224,63,1231,692,175,221,1273,399,284
1500000US131210101151,131210101151,"Block Group 1, Census Tract 101.15, Fulton County, Georgia",2342,1020,219,399,214,1322,288,553,248,507,952,462
1500000US131210101171,131210101171,"Block Group 1, Census Tract 101.17, Fulton County, Georgia",2494,1012,542,183,39,1482,845,259,39,1387,442,78
1500000US131210101172,131210101172,"Block Group 2, Census Tract 101.17, Fulton County, Georgia",838,420,251,119,0,418,172,201,10,423,320,10
1500000US131210101181,131210101181,"Block Group 1, Census Tract 101.18, Fulton County, Georgia",3083,1639,588,424,85,1444,370,542,81,958,966,166
1500000US131210101182,131210101182,"Block Group 2, Census Tract 101.18, Fulton County, Georgia",974,473,116,223,12,501,172,131,23,288,354,35
1500000US131210101183,131210101183,"Block Group 3, Census Tract 101.18, Fulton County, Georgia",1377,471,174,176,0,906,415,176,65,589,352,65
1500000US131210101191,131210101191,"Block Group 1, Census Tract 101.19, Fulton County, Georgia",1407,779,419,185,42,628,239,272,48,658,457,90
1500000US131210101192,131210101192,"Block Group 2, Census Tract 101.19, Fulton County, Georgia",1999,1034,614,93,27,965,413,326,47,1027,419,74
1500000US131210101193,131210101193,"Block Group 3, Census Tract 101.19, Fulton County, Georgia",1678,523,205,122,0,1155,510,149,27,715,271,27
1500000US131210101201,131210101201,"Block Group 1, Census Tract 101.20, Fulton County, Georgia",2302,1150,665,218,77,1152,560,387,16,1225,605,93
1500000US131210101211,131210101211,"Block Group 1, Census Tract 101.21, Fulton County, Georgia",2199,1014,317,341,263,1185,401,273,352,718,614,615
1500000US131210101221,131210101221,"Block Group 1, Census Tract 101.22, Fulton County, Georgia",2320,1129,479,326,138,1191,452,300,174,931,626,312
1500000US131210101222,131210101222,"Block Group 2, Census Tract 101.22, Fulton County, Georgia",1853,752,312,268,43,1101,313,436,114,625,704,157
1500000US131210101223,131210101223,"Block Group 3, Census Tract 101.22, Fulton County, Georgia",2096,1144,718,189,17,952,667,120,41,1385,309,58
1500000US131210101231,131210101231,"Block Group 1, Census Tract 101.23, Fulton County, Georgia",2793,1365,493,232,154,1428,629,562,156,1122,794,310
1500000US131210101232,131210101232,"Block Group 2, Census Tract 101.23, Fulton County, Georgia",1401,564,175,147,79,837,148,233,249,323,380,328
1500000US131210101233,131210101233,"Block Group 3, Census Tract 101.23, Fulton County, Georgia",1704,761,104,136,115,943,367,213,33,471,349,148
1500000US131210102041,131210102041,"Block Group 1, Census Tract 102.04, Fulton County, Georgia",1056,518,78,215,132,538,114,188,91,192,403,223
1500000US131210102042,131210102042,"Block Group 2, Census Tract 102.04, Fulton County, Georgia",1991,992,138,460,111,999,200,451,142,338,911,253
1500000US131210102043,131210102043,"Block Group 3, Census Tract 102.04, Fulton County, Georgia",1242,590,59,230,154,652,88,181,195,147,411,349
1500000US131210102044,131210102044,"Block Group 4, Census Tract 102.04, Fulton County, Georgia",607,296,18,129,66,311,75,100,108,93,229,174
1500000US131210102051,131210102051,"Block Group 1, Census Tract 102.05, Fulton County, Georgia",938,488,144,185,25,450,142,156,87,286,341,112
1500000US131210102052,131210102052,"Block Group 2, Census Tract 102.05, Fulton County, Georgia",1057,450,201,123,58,607,305,118,98,506,241,156
1500000US131210102053,131210102053,"Block Group 3, Census Tract 102.05, Fulton County, Georgia",1933,943,188,437,64,990,235,369,139,423,806,203
1500000US131210102054,131210102054,"Block Group 4, Census Tract 102.05, Fulton County, Georgia",1050,437,34,170,198,613,84,251,239,118,421,437
1500000US131210102061,131210102061,"Block Group 1, Census Tract 102.06, Fulton County, Georgia",2365,959,157,462,129,1406,353,526,273,510,988,402
1500000US131210102062,131210102062,"Block Group 2, Census Tract 102.06, Fulton County, Georgia",1552,714,45,379,190,838,44,456,203,89,835,393
1500000US131210102063,131210102063,"Block Group 3, Census Tract 102.06, Fulton County, Georgia",1343,640,22,281,170,703,129,216,102,151,497,272
1500000US131210102081,131210102081,"Block Group 1, Census Tract 102.08, Fulton County, Georgia",1799,945,290,335,108,854,286,355,119,576,690,227
1500000US131210102082,131210102082,"Block Group 2, Census Tract 102.08, Fulton County, Georgia",336,199,170,29,0,137,63,36,38,233,65,38
1500000US131210102083,131210102083,"Block Group 3, Census Tract 102.08, Fulton County, Georgia",2058,874,390,150,232,1184,333,219,508,723,369,740
1500000US131210102091,131210102091,"Block Group 1, Census Tract 102.09, Fulton County, Georgia",1206,510,250,37,0,696,346,180,0,596,217,0
1500000US131210102092,131210102092,"Block Group 2, Census Tract 102.09, Fulton County, Georgia",969,354,54,193,43,615,69,374,57,123,567,100
1500000US131210102093,131210102093,"Block Group 3, Census Tract 102.09, Fulton County, Georgia",3600,2001,1062,624,11,1599,694,562,34,1756,1186,45
1500000US131210102101,131210102101,"Block Group 1, Census Tract 102.10, Fulton County, Georgia",1534,574,316,154,26,960,487,218,71,803,372,97
1500000US131210102102,131210102102,"Block Group 2, Census Tract 102.10, Fulton County, Georgia",2304,1153,423,406,139,1151,287,371,206,710,777,345
1500000US131210102103,131210102103,"Block Group 3, Census Tract 102.10, Fulton County, Georgia",1950,881,295,202,138,1069,345,340,125,640,542,263
1500000US131210102111,131210102111,"Block Group 1, Census Tract 102.11, Fulton County, Georgia",1227,511,65,238,75,716,107,306,68,172,544,143
1500000US131210102112,131210102112,"Block Group 2, Census Tract 102.11, Fulton County, Georgia",2030,1028,246,439,74,1002,198,383,165,444,822,239
1500000US131210102121,131210102121,"Block Group 1, Census Tract 102.12, Fulton County, Georgia",1999,1053,346,311,16,946,354,168,82,700,479,98
1500000US131210102122,131210102122,"Block Group 2, Census Tract 102.12, Fulton County, Georgia",773,342,0,169,62,431,61,212,83,61,381,145
1500000US131210102123,131210102123,"Block Group 3, Census Tract 102.12, Fulton County, Georgia",2256,1001,388,376,57,1255,531,371,127,919,747,184
1500000US131210103011,131210103011,"Block Group 1, Census Tract 103.01, Fulton County, Georgia",9800,4299,1073,1293,311,5501,1684,1787,502,2757,3080,813
1500000US131210103012,131210103012,"Block Group 2, Census Tract 103.01, Fulton County, Georgia",6419,2854,870,622,260,3565,1055,1026,318,1925,1648,578
1500000US131210103031,131210103031,"Block Group 1, Census Tract 103.03, Fulton County, Georgia",3107,1390,434,389,230,1717,432,461,380,866,850,610
1500000US131210103032,131210103032,"Block Group 2, Census Tract 103.03, Fulton County, Georgia",6387,3015,961,930,181,3372,906,1204,247,1867,2134,428
1500000US131210104001,131210104001,"Block Group 1, Census Tract 104, Fulton County, Georgia",1756,978,272,376,124,778,229,291,159,501,667,283
1500000US131210104002,131210104002,"Block Group 2, Census Tract 104, Fulton County, Georgia",1514,848,121,354,144,666,192,197,155,313,551,299
1500000US131210104003,131210104003,"Block Group 3, Census Tract 104, Fulton County, Georgia",3896,1873,518,414,97,2023,636,661,106,1154,1075,203
1500000US131210104004,131210104004,"Block Group 4, Census Tract 104, Fulton County, Georgia",1297,694,186,223,77,603,155,144,152,341,367,229
1500000US131210105071,131210105071,"Block Group 1, Census Tract 105.07, Fulton County, Georgia",3164,1417,274,494,163,1747,363,499,237,637,993,400
1500000US131210105072,131210105072,"Block Group 2, Census Tract 105.07, Fulton County, Georgia",1068,563,240,233,0,505,211,161,40,451,394,40
1500000US131210105073,131210105073,"Block Group 3, Census Tract 105.07, Fulton County, Georgia",2146,987,559,84,0,1159,484,222,12,1043,306,12
1500000US131210105074,131210105074,"Block Group 4, Census Tract 105.07, Fulton County, Georgia",2021,1114,543,192,87,907,211,378,123,754,570,210
1500000US131210105081,131210105081,"Block Group 1, Census Tract 105.08, Fulton County, Georgia",4009,1807,556,550,195,2202,537,664,300,1093,1214,495
1500000US131210105101,131210105101,"Block Group 1, Census Tract 105.10, Fulton County, Georgia",3040,1458,549,253,40,1582,426,456,247,975,709,287
1500000US131210105102,131210105102,"Block Group 2, Census Tract 105.10, Fulton County, Georgia",1265,532,47,56,137,733,159,160,202,206,216,339
1500000US131210105103,131210105103,"Block Group 3, Census Tract 105.10, Fulton County, Georgia",9378,4344,1544,1475,78,5034,1761,1636,327,3305,3111,405
1500000US131210105104,131210105104,"Block Group 4, Census Tract 105.10, Fulton County, Georgia",2152,826,281,353,43,1326,178,655,229,459,1008,272
1500000US131210105111,131210105111,"Block Group 1, Census Tract 105.11, Fulton County, Georgia",1883,1004,307,362,94,879,284,423,74,591,785,168
1500000US131210105112,131210105112,"Block Group 2, Census Tract 105.11, Fulton County, Georgia",5839,2598,875,677,42,3241,1174,913,225,2049,1590,267
1500000US131210105113,131210105113,"Block Group 3, Census Tract 105.11, Fulton County, Georgia",611,263,44,72,64,348,82,122,58,126,194,122
1500000US131210105121,131210105121,"Block Group 1, Census Tract 105.12, Fulton County, Georgia",3387,1392,550,156,0,1995,994,240,0,1544,396,0
1500000US131210105122,131210105122,"Block Group 2, Census Tract 105.12, Fulton County, Georgia",1042,401,134,146,10,641,84,308,67,218,454,77
1500000US131210105123,131210105123,"Block Group 3, Census Tract 105.12, Fulton County, Georgia",2220,933,314,274,57,1287,501,225,109,815,499,166
1500000US131210105131,131210105131,"Block Group 1, Census Tract 105.13, Fulton County, Georgia",4628,2126,954,569,28,2502,940,824,244,1894,1393,272
1500000US131210105132,131210105132,"Block Group 2, Census Tract 105.13, Fulton County, Georgia",3191,1301,526,276,67,1890,620,727,98,1146,1003,165
1500000US131210105133,131210105133,"Block Group 3, Census Tract 105.13, Fulton County, Georgia",5218,2392,959,719,167,2826,802,1135,152,1761,1854,319
1500000US131210105141,131210105141,"Block Group 1, Census Tract 105.14, Fulton County, Georgia",4227,1863,473,441,81,2364,862,779,288,1335,1220,369
1500000US131210105142,131210105142,"Block Group 2, Census Tract 105.14, Fulton County, Georgia",4389,2094,537,868,154,2295,638,980,147,1175,1848,301
1500000US131210105143,131210105143,"Block Group 3, Census Tract 105.14, Fulton County, Georgia",3189,949,209,365,133,2240,867,390,202,1076,755,335
1500000US131210105151,131210105151,"Block Group 1, Census Tract 105.15, Fulton County, Georgia",4809,1979,703,545,172,2830,822,771,552,1525,1316,724
1500000US131210105161,131210105161,"Block Group 1, Census Tract 105.16, Fulton County, Georgia",2719,1191,344,508,137,1528,533,501,202,877,1009,339
1500000US131210105162,131210105162,"Block Group 2, Census Tract 105.16, Fulton County, Georgia",3837,1907,726,460,73,1930,728,748,143,1454,1208,216
1500000US131210105163,131210105163,"Block Group 3, Census Tract 105.16, Fulton County, Georgia",2377,897,174,289,57,1480,376,356,54,550,645,111
1500000US131210106011,131210106011,"Block Group 1, Census Tract 106.01, Fulton County, Georgia",1242,687,154,346,29,555,202,220,37,356,566,66
1500000US131210106012,131210106012,"Block Group 2, Census Tract 106.01, Fulton County, Georgia",1078,474,25,165,56,604,309,85,40,334,250,96
1500000US131210106013,131210106013,"Block Group 3, Census Tract 106.01, Fulton County, Georgia",486,184,34,82,21,302,78,94,66,112,176,87
1500000US131210106014,131210106014,"Block Group 4, Census Tract 106.01, Fulton County, Georgia",781,360,48,214,41,421,119,188,20,167,402,61
1500000US131210106031,131210106031,"Block Group 1, Census Tract 106.03, Fulton County, Georgia",833,438,124,26,42,395,178,102,0,302,128,42
1500000US131210106032,131210106032,"Block Group 2, Census Tract 106.03, Fulton County, Georgia",2224,1023,293,348,68,1201,619,264,101,912,612,169
1500000US131210106033,131210106033,"Block Group 3, Census Tract 106.03, Fulton County, Georgia",752,299,105,10,0,453,187,81,0,292,91,0
1500000US131210106041,131210106041,"Block Group 1, Census Tract 106.04, Fulton County, Georgia",639,369,173,181,0,270,190,33,34,363,214,34
1500000US131210106042,131210106042,"Block Group 2, Census Tract 106.04, Fulton County, Georgia",223,139,51,46,0,84,16,47,0,67,93,0
1500000US131210106043,131210106043,"Block Group 3, Census Tract 106.04, Fulton County, Georgia",1901,795,228,253,74,1106,420,252,155,648,505,229
1500000US131210108001,131210108001,"Block Group 1, Census Tract 108, Fulton County, Georgia",537,237,75,70,32,300,94,31,63,169,101,95
1500000US131210108002,131210108002,"Block Group 2, Census Tract 108, Fulton County, Georgia",1007,391,130,232,0,616,142,178,16,272,410,16
1500000US131210108003,131210108003,"Block Group 3, Census Tract 108, Fulton County, Georgia",2013,1191,387,441,68,822,316,304,47,703,745,115
1500000US131210108004,131210108004,"Block Group 4, Census Tract 108, Fulton County, Georgia",1428,513,78,117,30,915,363,225,33,441,342,63
1500000US131210108005,131210108005,"Block Group 5, Census Tract 108, Fulton County, Georgia",355,217,31,186,0,138,28,96,14,59,282,14
1500000US131210108006,131210108006,"Block Group 6, Census Tract 108, Fulton County, Georgia",1309,781,320,199,132,528,186,229,84,506,428,216
1500000US131210110001,131210110001,"Block Group 1, Census Tract 110, Fulton County, Georgia",682,264,104,69,48,418,89,92,83,193,161,131
1500000US131210110002,131210110002,"Block Group 2, Census Tract 110, Fulton County, Georgia",1076,539,74,39,25,537,177,154,43,251,193,68
1500000US131210110003,131210110003,"Block Group 3, Census Tract 110, Fulton County, Georgia",931,508,181,140,40,423,111,185,64,292,325,104
1500000US131210110004,131210110004,"Block Group 4, Census Tract 110, Fulton County, Georgia",408,328,156,118,12,80,8,59,13,164,177,25
1500000US131210111001,131210111001,"Block Group 1, Census Tract 111, Fulton County, Georgia",658,335,54,223,46,323,76,152,48,130,375,94
1500000US131210111002,131210111002,"Block Group 2, Census Tract 111, Fulton County, Georgia",1100,662,162,368,51,438,65,220,56,227,588,107
1500000US131210111003,131210111003,"Block Group 3, Census Tract 111, Fulton County, Georgia",551,229,35,160,18,322,110,170,42,145,330,60
1500000US131210112011,131210112011,"Block Group 1, Census Tract 112.01, Fulton County, Georgia",1422,525,224,100,14,897,440,293,70,664,393,84
1500000US131210112012,131210112012,"Block Group 2, Census Tract 112.01, Fulton County, Georgia",1286,550,169,147,82,736,278,204,13,447,351,95
1500000US131210112013,131210112013,"Block Group 3, Census Tract 112.01, Fulton County, Georgia",1458,729,368,179,71,729,273,166,81,641,345,152
1500000US131210112021,131210112021,"Block Group 1, Census Tract 112.02, Fulton County, Georgia",388,186,37,129,0,202,70,63,41,107,192,41
1500000US131210112022,131210112022,"Block Group 2, Census Tract 112.02, Fulton County, Georgia",568,260,28,166,21,308,45,100,64,73,266,85
1500000US131210112023,131210112023,"Block Group 3, Census Tract 112.02, Fulton County, Georgia",1052,583,229,181,26,469,195,157,12,424,338,38
1500000US131210112024,131210112024,"Block Group 4, Census Tract 112.02, Fulton County, Georgia",698,368,121,139,18,330,129,145,8,250,284,26
1500000US131210112025,131210112025,"Block Group 5, Census Tract 112.02, Fulton County, Georgia",1465,770,312,167,48,695,135,281,59,447,448,107
1500000US131210112026,131210112026,"Block Group 6, Census Tract 112.02, Fulton County, Georgia",699,337,67,51,64,362,147,99,45,214,150,109
1500000US131210113011,131210113011,"Block Group 1, Census Tract 113.01, Fulton County, Georgia",733,200,44,49,68,533,125,248,104,169,297,172
1500000US131210113012,131210113012,"Block Group 2, Census Tract 113.01, Fulton County, Georgia",512,195,65,89,20,317,157,106,54,222,195,74
1500000US131210113013,131210113013,"Block Group 3, Census Tract 113.01, Fulton County, Georgia",296,143,0,62,46,153,76,31,46,76,93,92
1500000US131210113014,131210113014,"Block Group 4, Census Tract 113.01, Fulton County, Georgia",1242,660,234,279,40,582,167,257,79,401,536,119
1500000US131210113015,131210113015,"Block Group 5, Census Tract 113.01, Fulton County, Georgia",701,321,66,121,51,380,76,109,94,142,230,145
1500000US131210113016,131210113016,"Block Group 6, Census Tract 113.01, Fulton County, Georgia",985,503,209,157,87,482,184,116,69,393,273,156
1500000US131210113031,131210113031,"Block Group 1, Census Tract 113.03, Fulton County, Georgia",3749,1652,566,487,243,2097,978,598,225,1544,1085,468
1500000US131210113032,131210113032,"Block Group 2, Census Tract 113.03, Fulton County, Georgia",1139,636,100,170,56,503,188,137,85,288,307,141
1500000US131210113033,131210113033,"Block Group 3, Census Tract 113.03, Fulton County, Georgia",500,342,80,161,32,158,53,67,23,133,228,55
1500000US131210113034,131210113034,"Block Group 4, Census Tract 113.03, Fulton County, Georgia",613,281,60,32,36,332,147,17,23,207,49,59
1500000US131210113035,131210113035,"Block Group 5, Census Tract 113.03, Fulton County, Georgia",3109,1407,588,469,65,1702,377,534,148,965,1003,213
1500000US131210113051,131210113051,"Block Group 1, Census Tract 113.05, Fulton County, Georgia",1129,534,177,240,32,595,168,144,55,345,384,87
1500000US131210113052,131210113052,"Block Group 2, Census Tract 113.05, Fulton County, Georgia",2369,953,507,204,34,1416,551,272,58,1058,476,92
